data,source,country_name,country_code,indicator_name,indicator_code,year,population_density
Population Density,World Bank Open Data,India,IND,Population density (people per sq. km of land area),EN.POP.DNST,2020,471.755150192218
Population Density,World Bank Open Data,Ireland,IRL,Population density (people per sq. km of land area),EN.POP.DNST,2020,73.1564377993903
Population Density,World Bank Open Data,"Iran, Islamic Rep.",IRN,Population density (people per sq. km of land area),EN.POP.DNST,2020,54.0668369799692
Population Density,World Bank Open Data,Iraq,IRQ,Population density (people per sq. km of land area),EN.POP.DNST,2020,97.0138092276507
Population Density,World Bank Open Data,Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,2020,3.63446394922146
Population Density,World Bank Open Data,Israel,ISR,Population density (people per sq. km of land area),EN.POP.DNST,2020,425.836414048059
Population Density,World Bank Open Data,Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,2020,200.999100491348
Population Density,World Bank Open Data,Jamaica,JAM,Population density (people per sq. km of land area),EN.POP.DNST,2020,261.379409048938
Population Density,World Bank Open Data,Jordan,JOR,Population density (people per sq. km of land area),EN.POP.DNST,2020,122.364439038674
Population Density,World Bank Open Data,Japan,JPN,Population density (people per sq. km of land area),EN.POP.DNST,2020,346.395061728395
Population Density,World Bank Open Data,Kazakhstan,KAZ,Population density (people per sq. km of land area),EN.POP.DNST,2020,7.21640071119013
Population Density,World Bank Open Data,Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,2020,89.8940686683206
Population Density,World Bank Open Data,Kyrgyz Republic,KGZ,Population density (people per sq. km of land area),EN.POP.DNST,2020,35.0708863399374
Population Density,World Bank Open Data,Cambodia,KHM,Population density (people per sq. km of land area),EN.POP.DNST,2020,94.7511556764106
Population Density,World Bank Open Data,Kiribati,KIR,Population density (people per sq. km of land area),EN.POP.DNST,2020,155.677777777778
Population Density,World Bank Open Data,St. Kitts and Nevis,KNA,Population density (people per sq. km of land area),EN.POP.DNST,2020,180.269230769231
Population Density,World Bank Open Data,"Korea, Rep.",KOR,Population density (people per sq. km of land area),EN.POP.DNST,2020,531.109006147541
Population Density,World Bank Open Data,Kuwait,KWT,Population density (people per sq. km of land area),EN.POP.DNST,2020,246.928563411897
Population Density,World Bank Open Data,Latin America & Caribbean (excluding high income),LAC,Population density (people per sq. km of land area),EN.POP.DNST,2020,32.3079863627087
Population Density,World Bank Open Data,Lao PDR,LAO,Population density (people per sq. km of land area),EN.POP.DNST,2020,31.8307322357019
Population Density,World Bank Open Data,Lebanon,LBN,Population density (people per sq. km of land area),EN.POP.DNST,2020,557.419159335288
Population Density,World Bank Open Data,Liberia,LBR,Population density (people per sq. km of land area),EN.POP.DNST,2020,53.462032807309
Population Density,World Bank Open Data,Libya,LBY,Population density (people per sq. km of land area),EN.POP.DNST,2020,4.00411414346932
Population Density,World Bank Open Data,St. Lucia,LCA,Population density (people per sq. km of land area),EN.POP.DNST,2020,292.213114754098
Population Density,World Bank Open Data,Latin America & Caribbean,LCN,Population density (people per sq. km of land area),EN.POP.DNST,2020,32.2050635539579
Population Density,World Bank Open Data,Least developed countries: UN classification,LDC,Population density (people per sq. km of land area),EN.POP.DNST,2020,53.2263059749044
Population Density,World Bank Open Data,Low income,LIC,Population density (people per sq. km of land area),EN.POP.DNST,2020,41.1731038852571
Population Density,World Bank Open Data,Liechtenstein,LIE,Population density (people per sq. km of land area),EN.POP.DNST,2020,243.13125
Population Density,World Bank Open Data,Sri Lanka,LKA,Population density (people per sq. km of land area),EN.POP.DNST,2020,354.332363401229
Population Density,World Bank Open Data,Lower middle income,LMC,Population density (people per sq. km of land area),EN.POP.DNST,2020,158.77157989764
Population Density,World Bank Open Data,Low & middle income,LMY,Population density (people per sq. km of land area),EN.POP.DNST,2020,83.1284089906105
Population Density,World Bank Open Data,Lesotho,LSO,Population density (people per sq. km of land area),EN.POP.DNST,2020,73.6405467720685
Population Density,World Bank Open Data,Late-demographic dividend,LTE,Population density (people per sq. km of land area),EN.POP.DNST,2020,52.0231339026125
Population Density,World Bank Open Data,Lithuania,LTU,Population density (people per sq. km of land area),EN.POP.DNST,2020,44.8797349089748
Population Density,World Bank Open Data,Luxembourg,LUX,Population density (people per sq. km of land area),EN.POP.DNST,2020,244.874264894386
Population Density,World Bank Open Data,Latvia,LVA,Population density (people per sq. km of land area),EN.POP.DNST,2020,30.5391129680219
Population Density,World Bank Open Data,"Macao SAR, China",MAC,Population density (people per sq. km of land area),EN.POP.DNST,2020,20832.8267477204
Population Density,World Bank Open Data,St. Martin (French part),MAF,Population density (people per sq. km of land area),EN.POP.DNST,2020,635.72
Population Density,World Bank Open Data,Morocco,MAR,Population density (people per sq. km of land area),EN.POP.DNST,2020,81.9722339233699
Population Density,World Bank Open Data,Monaco,MCO,Population density (people per sq. km of land area),EN.POP.DNST,2020,18771.583621115
Population Density,World Bank Open Data,Moldova,MDA,Population density (people per sq. km of land area),EN.POP.DNST,2020,91.7473260542588
Population Density,World Bank Open Data,Madagascar,MDG,Population density (people per sq. km of land area),EN.POP.DNST,2020,49.7654795462358
Population Density,World Bank Open Data,Maldives,MDV,Population density (people per sq. km of land area),EN.POP.DNST,2020,1673.72666666667
Population Density,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan",MEA,Population density (people per sq. km of land area),EN.POP.DNST,2020,59.8411578819289
Population Density,World Bank Open Data,Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,2020,65.227528485815
Population Density,World Bank Open Data,Marshall Islands,MHL,Population density (people per sq. km of land area),EN.POP.DNST,2020,237.255555555556
Population Density,World Bank Open Data,Middle income,MIC,Population density (people per sq. km of land area),EN.POP.DNST,2020,92.2930140596782
Population Density,World Bank Open Data,North Macedonia,MKD,Population density (people per sq. km of land area),EN.POP.DNST,2020,73.5973037272006
Population Density,World Bank Open Data,Mali,MLI,Population density (people per sq. km of land area),EN.POP.DNST,2020,17.7954548062187
Population Density,World Bank Open Data,Malta,MLT,Population density (people per sq. km of land area),EN.POP.DNST,2020,1610.90625
Population Density,World Bank Open Data,Myanmar,MMR,Population density (people per sq. km of land area),EN.POP.DNST,2020,81.2302112859485
Population Density,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Population density (people per sq. km of land area),EN.POP.DNST,2020,68.8541721163342
Population Density,World Bank Open Data,Montenegro,MNE,Population density (people per sq. km of land area),EN.POP.DNST,2020,46.5866171003717
Population Density,World Bank Open Data,Mongolia,MNG,Population density (people per sq. km of land area),EN.POP.DNST,2020,2.13623721809195
Population Density,World Bank Open Data,Northern Mariana Islands,MNP,Population density (people per sq. km of land area),EN.POP.DNST,2020,103.321739130435
Population Density,World Bank Open Data,Mozambique,MOZ,Population density (people per sq. km of land area),EN.POP.DNST,2020,39.1460718736489
Population Density,World Bank Open Data,Mauritania,MRT,Population density (people per sq. km of land area),EN.POP.DNST,2020,4.46311341806539
Population Density,World Bank Open Data,Mauritius,MUS,Population density (people per sq. km of land area),EN.POP.DNST,2020,633.957936905358
Population Density,World Bank Open Data,Malawi,MWI,Population density (people per sq. km of land area),EN.POP.DNST,2020,207.190156979211
Population Density,World Bank Open Data,Malaysia,MYS,Population density (people per sq. km of land area),EN.POP.DNST,2020,103.148860143053
